object1
-09,1.99094e-09,0
2.95438e-09,2.35344e-09,0
1.62145e-09,1.15942e-09,0
2.55851e-09,1.99215e-09,0
2.95571e-09,2.35467e-09,0
1.62277e-09,1.16056e-09,0
2.55984e-09,1.99335e-09,0
2.56117e-09,1.99456e-09,0
2.5625e-09,1.99577e-09,0
2.56384e-09,1.99698e-09,0
2.56517e-09,1.99819e-09,0
2.5665e-09,1.9994e-09,0
2.56783e-09,2.00061e-09,0
2.95704e-09,2.35589e-09,0
2.56916e-09,2.00181e-09,0
1.6241e-09,1.16171e-09,0
2.5705e-09,2.00302e-09,0
2.95838e-09,2.35711e-09,0
2.57183e-09,2.00423e-09,0
1.62542e-09,1.16286e-09,0
2.95971e-09,2.35834e-09,0
2.57316e-09,2.00544e-09,0
1.62675e-09,1.164e-09,0
2.96104e-09,2.35956e-09,0
2.57449e-09,2.00665e-09,0
1.62807e-09,1.16515e-09,0
2.96238e-09,2.36079e-09,0
2.57583e-09,2.00786e-09,0
2.96371e-09,2.36201e-09,0
0,0,0
2.57716e-09,2.00907e-09,0
2.96504e-09,2.36323e-09,0
1.6294e-09,1.16629e-09,0
6.67408e-15,0,0
2.57849e-09,2.01028e-09,0
2.96638e-09,2.36446e-09,0
1.63072e-09,1.16744e-09,0
2.0022e-14,3.33691e-17,0
2.57982e-09,2.01149e-09,0
2.96771e-09,2.36568e-09,0
1.63205e-09,1.16859e-09,0
4.0043e-14,1.33469e-16,0
2.58115e-09,2.0127e-09,0
2.96904e-09,2.36691e-09,0
1.63337e-09,1.16973e-09,0
6.67358e-14,3.33646e-16,0
2.58249e-09,2.01391e-09,0
2.97038e-09,2.36813e-09,0
1.6347e-09,1.17088e-09,0
1.00099e-13,6.67225e-16,0
2.58382e-09,2.01512e-09,0
2.97171e-09,2.36936e-09,0
1.63602e-09,1.17203e-09,0
1.40129e-13,1.1675e-15,0
2.58515e-09,2.01633e-09,0
2.97305e-09,2.37058e-09,0
1.63735e-09,1.17318e-09,0
1.86825e-13,1.86773e-15,0
2.58648e-09,2.01753e-09,0
2.97438e-09,2.37181e-09,0
1.63867e-09,1.17432e-09,0
2.40183e-13,2.80112e-15,0
2.58782e-09,2.01874e-09,0
2.97571e-09,2.37303e-09,0
1.64e-09,1.17547e-09,0
3.00199e-13,4.00083e-15,0
2.58915e-09,2.01995e-09,0
2.97705e-09,2.37426e-09,0
1.64132e-09,1.17662e-09,0
3.66868e-13,5.49997e-15,0
2.59048e-09,2.02116e-09,0
2.97838e-09,2.37548e-09,0
1.64265e-09,1.17777e-09,0
4.40187e-13,7.33157e-15,0
2.59181e-09,2.02237e-09,0
2.97971e-09,2.3767e-09,0
1.64397e-09,1.17891e-09,0
5.2015e-13,9.52858e-15,0
2.59314e-09,2.02358e-09,0
2.98105e-09,2.37793e-09,0
1.6453e-09,1.18006e-09,0
6.0675e-13,1.21239e-14,0
2.59448e-09,2.02479e-09,0
2.98238e-09,2.37915e-09,0
1.64662e-09,1.18121e-09,0
6.99983e-13,1.51503e-14,0
2.59581e-09,2.026e-09,0
2.98371e-09,2.38038e-09,0
1.64795e-09,1.18236e-09,0
7.99841e-13,1.86404e-14,0
2.59714e-09,2.02721e-09,0
2.98505e-09,2.3816e-09,0
1.64927e-09,1.18351e-09,0
9.06318e-13,2.26269e-14,0
2.59847e-09,2.02842e-09,0
2.98638e-09,2.38283e-09,0
1.6506e-09,1.18465e-09,0
1.0194e-12,2.71423e-14,0
2.59981e-09,2.02963e-09,0
2.98771e-09,2.38405e-09,0
1.65192e-09,1.1858e-09,0
1.13909e-12,3.22189e-14,0
2.60114e-09,2.03084e-09,0
2.98905e-09,2.38528e-09,0
1.65325e-09,1.18695e-09,0
1.26538e-12,3.78889e-14,0
2.60247e-09,2.03205e-09,0
2.99038e-09,2.3865e-09,0
1.65457e-09,1.1881e-09,0
1.39824e-12,4.41844e-14,0
2.6038e-09,2.03326e-09,0
2.99172e-09,2.38773e-09,0
1.6559e-09,1.18925e-09,0
1.53769e-12,5.11375e-14,0
2.60514e-09,2.03448e-09,0
2.99305e-09,2.38895e-09,0
1.65722e-09,1.1904e-09,0
1.6837e-12,5.87799e-14,0
2.60647e-09,2.03569e-09,0
2.99438e-09,2.39018e-09,0
1.65855e-09,1.19155e-09,0
1.83626e-12,6.71434e-14,0
2.6078e-09,2.0369e-09,0
2.99572e-09,2.39141e-09,0
1.65987e-09,1.1927e-09,0
1.99537e-12,7.62593e-14,0
2.60913e-09,2.03811e-09,0
2.99705e-09,2.39263e-09,0
1.6612e-09,1.19385e-09,0
2.161e-12,8.61592e-14,0
2.61047e-09,2.03932e-09,0
2.99838e-09,2.39386e-09,0
1.66252e-09,1.195e-09,0
2.33316e-12,9.68742e-14,0
2.6118e-09,2.04053e-09,0
2.99972e-09,2.39508e-09,0
1.66385e-09,1.19615e-09,0
2.51183e-12,1.08435e-13,0
2.61313e-09,2.04174e-09,0
3.00105e-09,2.39631e-09,0
1.66517e-09,1.1973e-09,0
2.697e-12,1.20873e-13,0
2.61446e-09,2.04295e-09,0
3.00239e-09,2.39753e-09,0
1.6665e-09,1.19845e-09,0
2.88864e-12,1.34219e-13,0
2.61579e-09,2.04416e-09,0
3.00372e-09,2.39876e-09,0
1.66783e-09,1.1996e-09,0
3.08676e-12,1.48502e-13,0
2.61713e-09,2.04537e-09,0
3.00505e-09,2.39998e-09,0
1.66915e-09,1.20075e-09,0
3.29133e-12,1.63754e-13,0
2.61846e-09,2.04658e-09,0
3.00639e-09,2.40121e-09,0
1.67048e-09,1.2019e-09,0
3.50234e-12,1.80004e-13,0
2.61979e-09,2.04779e-09,0
3.00772e-09,2.40244e-09,0
1.6718e-09,1.20305e-09,0
3.71978e-12,1.97282e-13,0
2.62112e-09,2.049e-09,0
3.00905e-09,2.40366e-09,0
1.67313e-09,1.2042e-09,0
3.94363e-12,2.15618e-13,0
2.62246e-09,2.05022e-09,0
3.01039e-09,2.40489e-09,0
1.67445e-09,1.20535e-09,0
4.17387e-12,2.35041e-13,0
2.62379e-09,2.05143e-09,0
3.01172e-09,2.40611e-09,0
1.67578e-09,1.2065e-09,0
4.41049e-12,2.55581e-13,0
2.62512e-09,2.05264e-09,0
3.01305e-09,2.40734e-09,0
1.6771e-09,1.20765e-09,0
4.65347e-12,2.77265e-13,0
2.62645e-09,2.05385e-09,0
3.01439e-09,2.40856e-09,0
1.67843e-09,1.2088e-09,0
4.9028e-12,3.00124e-13,0
2.62779e-09,2.05506e-09,0
3.01572e-09,2.40979e-09,0
1.67975e-09,1.20995e-09,0
5.15846e-12,3.24185e-13,0
2.62912e-09,2.05627e-09,0
3.01706e-09,2.41102e-09,0
1.68108e-09,1.2111e-09,0
5.42043e-12,3.49476e-13,0
2.63045e-09,2.05748e-09,0
3.01839e-09,2.41224e-09,0
1.6824e-09,1.21226e-09,0
5.68869e-12,3.76026e-13,0
2.63178e-09,2.0587e-09,0
3.01972e-09,2.41347e-09,0
1.68373e-09,1.21341e-09,0
5.96322e-12,4.03863e-13,0
2.63312e-09,2.05991e-09,0
3.02106e-09,2.41469e-09,0
1.68506e-09,1.21456e-09,0
6.24401e-12,4.33013e-13,0
2.63445e-09,2.06112e-09,0
3.02239e-09,2.41592e-09,0
1.68638e-09,1.21571e-09,0
6.53104e-12,4.63503e-13,0
2.63578e-09,2.06233e-09,0
3.02372e-09,2.41715e-09,0
1.68771e-09,1.21686e-09,0
